,KHIPU_ID,CREATED_BY,CREATED_ON,CHANGED_BY,CHANGED_ON,NOTES,plainnotes
427,1000210,leah,2004-02-06 20:47:48,,0000-00-00 00:00:00,2. The first group of 8 pendants has 2 subgroups by color: 5 AB followed by 3 W.,2. The first group of 8 pendants has 2 subgroups by color: 5 AB followed by 3 W.
428,1000211,leah,2004-02-06 21:18:58,,0000-00-00 00:00:00,1. The Museum designation also carries the name Tello.,1. The Museum designation also carries the name Tello.
429,1000212,leah,2004-02-09 20:17:44,,0000-00-00 00:00:00,1. Pendant 26 may not be an original attachment.,1. Pendant 26 may not be an original attachment.
430,1000212,leah,2004-02-09 20:18:16,,0000-00-00 00:00:00,"2. With 4 single colors, there were 12 colors created.  Two colors appear alone and the 4 are combined 2 at a tmie into 10 others.","2. With 4 single colors, there were 12 colors created.  Two colors appear alone and the 4 are combined 2 at a tmie into 10 others."
431,1000212,leah,2004-02-09 20:19:58,,0000-00-00 00:00:00,"3. The last 4 pendant groups are set off by color as well as spacing.  (The previous groups show no color patterning.)  The 4 groups consist of 2 groups of 5B each; then 2 groups of 7 each, with the first having 2W then 5BL:C and subsidiaries of B/LC on positions 3 and 5, and the next only differing by W replacing B:LC in both positions 4 and 6.","3. The last 4 pendant groups are set off by color as well as spacing.  (The previous groups show no color patterning.)  The 4 groups consist of 2 groups of 5B each; then 2 groups of 7 each, with the first having 2W then 5BL:C and subsidiaries of B/LC on positions 3 and 5, and the next only differing by W replacing B:LC in both positions 4 and 6."
432,1000213,leah,2004-02-10 17:33:38,,0000-00-00 00:00:00,"1. By spacing, there is one pendant and then 10 groups of 3 or 4 cords each.  Each group can be viewed as having 4 positions.  All groups have the same basic color pattern: B, LA or LC, B, LB or LC.  Groups where one of there in non-existant have only 3 pendants.","1. By spacing, there is one pendant and then 10 groups of 3 or 4 cords each.  Each group can be viewed as having 4 positions.  All groups have the same basic color pattern: B, LA or LC, B, LB or LC.  Groups where one of there in non-existant have only 3 pendants."
433,1000213,leah,2004-02-10 17:34:26,,0000-00-00 00:00:00,"2. The first pendant position in each group has s knots while pendant positions 2-4 have L or E knots.  As noted above, the first position (colored B) does not exist in some groups.","2. The first pendant position in each group has s knots while pendant positions 2-4 have L or E knots.  As noted above, the first position (colored B) does not exist in some groups."
434,1000214,leah,2004-02-10 18:30:56,,0000-00-00 00:00:00,1. Pendant 15 was broken and knotted together at 11.0 cm.,1. Pendant 15 was broken and knotted together at 11.0 cm.
435,1000214,leah,2004-02-10 18:31:53,,0000-00-00 00:00:00,2. The Museum records the provence as Hacienda Ullujalla y Callengo (about 40 km from Ica).  All of the quipus AS052-AS056 have the same attribution.,2. The Museum records the provence as Hacienda Ullujalla y Callengo (about 40 km from Ica).  All of the quipus AS052-AS056 have the same attribution.
436,1000214,leah,2004-02-10 18:32:38,,0000-00-00 00:00:00,"3. By spacing, there are 5 groups of pendants.  Each group has 6 pendants united by a top cord.  Within each group, the pendants and top cord are the same color.","3. By spacing, there are 5 groups of pendants.  Each group has 6 pendants united by a top cord.  Within each group, the pendants and top cord are the same color."
437,1000214,leah,2004-02-10 18:32:59,,0000-00-00 00:00:00,4. In all groups there are no subsidiaries on positions 1 and 6.,4. In all groups there are no subsidiaries on positions 1 and 6.
438,1000214,leah,2004-02-10 18:33:41,,0000-00-00 00:00:00,"5. The values on the top cords are not equal to the sums of the pendants in the group.  Two are more than the group sums, 1 is less, and 2 cannot be compared due to breakage.","5. The values on the top cords are not equal to the sums of the pendants in the group.  Two are more than the group sums, 1 is less, and 2 cannot be compared due to breakage."
439,1000216,leah,2004-02-13 21:45:46,,0000-00-00 00:00:00,1. Construction note: This is two quipus tied together.  Both main cords and all pendant cords are W.  The twisted end of the main cord A is bent back and slipped through the strands of itself forming a closed loop from which P1 and P2 are suspended.  The other end of main cord A is tied around main cord B. (See Ascher notes page 358.),1. Construction note: This is two quipus tied together.  Both main cords and all pendant cords are W.  The twisted end of the main cord A is bent back and slipped through the strands of itself forming a closed loop from which P1 and P2 are suspended.  The other end of main cord A is tied around main cord B. (See Ascher notes page 358.)
440,1000216,leah,2004-02-13 21:47:00,,0000-00-00 00:00:00,2. This quipu is associated with AS059-AS067.  See discussion under AS059.  ,2. This quipu is associated with AS059-AS067.  See discussion under AS059.  
441,1000216,leah,2004-02-13 21:47:39,,0000-00-00 00:00:00,"3. By spacing, there are 6 groups.  On part A there are groups of 2,3,4 pendants, and on part B there are 3 groups of 8 pendants each.","3. By spacing, there are 6 groups.  On part A there are groups of 2,3,4 pendants, and on part B there are 3 groups of 8 pendants each."
442,1000216,leah,2004-02-13 21:49:40,,0000-00-00 00:00:00,4. The pendants can be segregated into those whose values are 15 or less and those that are greater than 18 as follows:,
443,1000216,leah,2004-02-13 21:51:14,,0000-00-00 00:00:00,"5. Pendants 1 and 2, set off in a special loop, have the values 18 and 7.  These values are significant in that all values greater than 18 that appear on the quipu are multiples of 18 or of 7.  The multiples of each that appear are 18,36,54,72 and 7,14,21,28,35,70.","5. Pendants 1 and 2, set off in a special loop, have the values 18 and 7.  These values are significant in that all values greater than 18 that appear on the quipu are multiples of 18 or of 7.  The multiples of each that appear are 18,36,54,72 and 7,14,21,28,35,70."
444,1000216,leah,2004-02-13 21:54:17,,0000-00-00 00:00:00,"6. In addition to the fact that the values in positions 4 and 7 of groups 4,5,6 are multiples of 7 or 18, they are also consistantly multiples of values in other positions.  Namely, P3 is a divisor of P7 and P5 is a divisor of P4.","6. In addition to the fact that the values in positions 4 and 7 of groups 4,5,6 are multiples of 7 or 18, they are also consistantly multiples of values in other positions.  Namely, P3 is a divisor of P7 and P5 is a divisor of P4."
445,1000217,leah,2004-02-17 17:32:10,,0000-00-00 00:00:00,1. This quipu is associated with AS059-AS067.  See discussion under AS059.,1. This quipu is associated with AS059-AS067.  See discussion under AS059.
446,1000218,leah,2004-02-17 18:03:58,,0000-00-00 00:00:00,1. There are 2 segments that appear to be part of the same quipu.,1. There are 2 segments that appear to be part of the same quipu.
447,1000218,leah,2004-02-17 18:04:22,,0000-00-00 00:00:00,2. This quipu is associated with AS059-AS067.  See discussion under AS059.,2. This quipu is associated with AS059-AS067.  See discussion under AS059.
448,1000220,leah,2004-02-17 18:26:22,,0000-00-00 00:00:00,1. Multiple unit knots appear on the pendants.  The largest long knot cluster used is 5; the maximum number of clusters on a pendant is 4.  The values indicates are the total number of knots and for all cords are 1 to 10.,1. Multiple unit knots appear on the pendants.  The largest long knot cluster used is 5; the maximum number of clusters on a pendant is 4.  The values indicates are the total number of knots and for all cords are 1 to 10.
449,1000220,leah,2004-02-17 18:26:47,,0000-00-00 00:00:00,"2. AS074-AS080 are associated,  See AS074 for discussion.","2. AS074-AS080 are associated,  See AS074 for discussion."
450,1000220,leah,2004-02-17 18:27:15,,0000-00-00 00:00:00,"3. By spacing, there are two groups of 8 pendants and 7 pendants respectively.","3. By spacing, there are two groups of 8 pendants and 7 pendants respectively."
451,1000220,leah,2004-02-17 18:28:34,,0000-00-00 00:00:00,"4. In both groups, pendants 1, 2, and 7 are the same color and the values of pendants 1, 2, 3 are the same.","4. In both groups, pendants 1, 2, and 7 are the same color and the values of pendants 1, 2, 3 are the same."
452,1000221,leah,2004-02-17 19:33:29,,0000-00-00 00:00:00,1. AS074-AS080 are associated.  See AS074 for discussion.,1. AS074-AS080 are associated.  See AS074 for discussion.
453,1000221,leah,2004-02-17 19:36:18,,0000-00-00 00:00:00,"2. By spacing there are 9 groups.  The first 5 groups have 4 pendants each and, with the exception of the first pendant in the third group, all have the same color pattern (B, W, AB, W).  The last 4 groups are basically 3 pendants each (the last has an additional final pendant) and with one exception all have the same color pattern (W, AB, W).  Hence, when considered as a whole, all 9 groups have the same color pattern (B if present, W, AB, W) but, by number of pendants in group, the quipu is separated in two parts.","2. By spacing there are 9 groups.  The first 5 groups have 4 pendants each and, with the exception of the first pendant in the third group, all have the same color pattern (B, W, AB, W).  The last 4 groups are basically 3 pendants each (the last has an additional final pendant) and with one exception all have the same color pattern (W, AB, W).  Hence, when considered as a whole, all 9 groups have the same color pattern (B if present, W, AB, W) but, by number of pendants in group, the quipu is separated in two parts."
454,1000221,leah,2004-02-17 19:38:07,,0000-00-00 00:00:00,"3. In the first 5 groups, long knots and figure eight knots appear in two knot positions on the first 3 pendants of each group.  On the 4th pendant in each group, there is the usual knot usage (single knot clusters in higher positions and long knots or figure eight knots in the units position).  Where double unit values appear, the higher value is a 1 and the lower values are 0-4.  The last 4 groups have no double knot positions.","3. In the first 5 groups, long knots and figure eight knots appear in two knot positions on the first 3 pendants of each group.  On the 4th pendant in each group, there is the usual knot usage (single knot clusters in higher positions and long knots or figure eight knots in the units position).  Where double unit values appear, the higher value is a 1 and the lower values are 0-4.  The last 4 groups have no double knot positions."
455,1000222,leah,2004-02-17 21:23:38,,0000-00-00 00:00:00,1. M1=R:FB:0Y:G0,1. M1=R:FB:0Y:G0
456,1000222,leah,2004-02-17 21:23:56,,0000-00-00 00:00:00,2. AS074-AS080 are associated.  See AS074 for discussion.,2. AS074-AS080 are associated.  See AS074 for discussion.
457,1000222,leah,2004-02-17 21:24:22,,0000-00-00 00:00:00,"3. By spacing and color pattern, there are 4 groups of 6, 2, 6, 2 pendants respectively.","3. By spacing and color pattern, there are 4 groups of 6, 2, 6, 2 pendants respectively."
458,1000222,leah,2004-02-17 21:35:51,,0000-00-00 00:00:00,"4. All pendants in group 1 are united by being the same color (BS).  Each pendant in the group has one or two subsidiaries.  When there are two subsidiaries, the first is colored GL and the second BS:0Y.  When there is one, it is one of these colors.  Similarly, group 3 is united by being one color (W) and each pendant has 1 to 4 subsidiaries.  The color pattern for the subsidiaries is consistant (0Y, BS, R:FB:0Y:G0, AB) although they don't all necessarily exist.","4. All pendants in group 1 are united by being the same color (BS).  Each pendant in the group has one or two subsidiaries.  When there are two subsidiaries, the first is colored GL and the second BS:0Y.  When there is one, it is one of these colors.  Similarly, group 3 is united by being one color (W) and each pendant has 1 to 4 subsidiaries.  The color pattern for the subsidiaries is consistant (0Y, BS, R:FB:0Y:G0, AB) although they don't all necessarily exist."
459,1000222,leah,2004-02-17 21:36:30,,0000-00-00 00:00:00,"5. The quipu contains only the values 0-7 and 16, 17.  Double unit values (L knots followed by E knots) appear but only in group 1.","5. The quipu contains only the values 0-7 and 16, 17.  Double unit values (L knots followed by E knots) appear but only in group 1."
460,1000222,leah,2004-02-17 21:43:38,,0000-00-00 00:00:00,"6. The values in groups 1 and 3 are related in reverse order.  Let P(1i) and P(3i) (i=1,...,6) represent values in groups 1 and 3 respectively and S(1i) and S(3i) represent the sum of the values of the subsidiaries in the ith position in these groups.  Then,",
461,1000223,leah,2004-02-20 19:44:00,,0000-00-00 00:00:00,1. See notes for AS063.,1. See notes for AS063.
462,1000224,leah,2004-02-20 21:08:59,,0000-00-00 00:00:00,1. See notes on AS065.,1. See notes on AS065.
463,1000225,leah,2004-02-20 21:25:08,,0000-00-00 00:00:00,1. No numerical interpretation is possible as the knot clusters do not conform to the base ten positional system.  Long knots appear in all 3 knot positions while the single knots appear only in the first knot position.,1. No numerical interpretation is possible as the knot clusters do not conform to the base ten positional system.  Long knots appear in all 3 knot positions while the single knots appear only in the first knot position.
464,1000225,leah,2004-02-20 21:25:32,,0000-00-00 00:00:00,2. Pendant cord 2 is mended at 23.0 cm.  Pendant cord is mended at 22.5 cm.,2. Pendant cord 2 is mended at 23.0 cm.  Pendant cord is mended at 22.5 cm.
465,1000226,leah,2004-02-24 20:37:48,,0000-00-00 00:00:00,"1. The twisted ends of the main cord and pendant 1 are linked together.  Pendant 1 is a long cord containing flags and knots.  The flags are constructed as follows: (a) 4 strands of cord colored BG of about 4.0 cm in length are passed through the pendant cord; (b) they are then knotted around the cord.  Knots and flags are spaced along the pendant at the following positions: 4L(4.0); F(4.5); 7L(6.0); F(7.5); 1s(10.0); 2L(11.5); F(12.5); 1s(13.5); 4L(15.5); F(17.0); 1s(19.0); 5L(20.5); F(21.0); 2s(22.0); F(23.0); 1s(23.5); 5L(26.0); F(27.0); 1s(28.0); 8L(29.5); F(30.0); 2s(31.0); 7L(34.0); F(35.5); 1s(37.5); 5L(39.5); F(40.5); 1s(41.5); 3L(43.0); F(44.5); 1s(46.0); F(47.5); 1s(49.0); 6L(51.0); F(52.0); 1s(53.0); 2L(54.5); F(55.5); 1s(57.5); 1E(59.5); F(61.0); 8L(63.5); end b (121.5).  These can be interpreted as 16 numbers set off from each other by the interspersed flags.  The consecutive values are 4, 7, 12, 14, 15, 20, 15, 18, 27, 15, 13, 10, 16, 12, 11, 8. ",
466,1000226,leah,2004-02-24 20:42:46,,0000-00-00 00:00:00,"2. When the values on pendant 1 are associated such that the first and the last are paired, the second and next to last are paired, etc., some regularities can be seen.",
467,1000227,leah,2004-02-24 21:43:53,,0000-00-00 00:00:00,"1. AS094 and AS093 are associated.  The twisted ends of their main cords are loosely tied together.  Also, both are given the same Museum number.","1. AS094 and AS093 are associated.  The twisted ends of their main cords are loosely tied together.  Also, both are given the same Museum number."
468,1000227,leah,2004-02-24 21:45:02,,0000-00-00 00:00:00,"2. AS087, 89, 90, 92, 93, 94 are associated in that the Museum designates them all as donated by Gaffron, and gives Peru as the provenance.  For a comparison of them, see AS087.","2. AS087, 89, 90, 92, 93, 94 are associated in that the Museum designates them all as donated by Gaffron, and gives Peru as the provenance.  For a comparison of them, see AS087."
469,1000227,leah,2004-02-24 21:46:46,,0000-00-00 00:00:00,"3. The quipu consists of 6 pendants of color B.  Each pendant has 6 subsidiaries.  The subsidiaries are attached to the pendants in th same color order (B, B, B, BB:W, B, B) with one exception where there is a BB instead of a B.  Nine of the subsidiaries have a subsidiary.  They are all BB with the one exception where the color is B.","3. The quipu consists of 6 pendants of color B.  Each pendant has 6 subsidiaries.  The subsidiaries are attached to the pendants in th same color order (B, B, B, BB:W, B, B) with one exception where there is a BB instead of a B.  Nine of the subsidiaries have a subsidiary.  They are all BB with the one exception where the color is B."
470,1000227,leah,2004-02-24 21:47:08,,0000-00-00 00:00:00,4. The values on the quipu are all 0-8.  (No values of 5 or 6 are present.),4. The values on the quipu are all 0-8.  (No values of 5 or 6 are present.)
471,1000228,leah,2004-02-27 18:50:21,,0000-00-00 00:00:00,"1. The main cord has been reconstructed and pendant cords appear to have been restrung.  The color of the main cord and the spacing of the pendant cords aling it have, therefore, not been recorded.","1. The main cord has been reconstructed and pendant cords appear to have been restrung.  The color of the main cord and the spacing of the pendant cords aling it have, therefore, not been recorded."
472,1000228,leah,2004-02-27 18:53:14,,0000-00-00 00:00:00,2. The Museum gives the provenance as Huacho.,2. The Museum gives the provenance as Huacho.
473,1000228,leah,2004-02-27 18:57:56,,0000-00-00 00:00:00,"3. Assuming that the relative positions of the remaining cords are original, on the basis of some similarity of color patterning, we hypothesize that the quipu had at least 3 groups.  The remaining pendants would be pendants 8-24 of group I, pendants 1-24 of group II, and pendants 1-4 of group III.  Groups I and II would then have the same colors in 9 of the 17 matching position (P10, P14, P16, P18, P19, P21-P24) and groups II and III would have the same colors in 2 of the 4 matching positions (P1, P2).  Also, for groups I and II, the relative magnitudes of the values of pendants 19-22 are similar.  (For group I they are 7, 70, 270, 260 and for group II they are 5, 50, 240, 240.)","3. Assuming that the relative positions of the remaining cords are original, on the basis of some similarity of color patterning, we hypothesize that the quipu had at least 3 groups.  The remaining pendants would be pendants 8-24 of group I, pendants 1-24 of group II, and pendants 1-4 of group III.  Groups I and II would then have the same colors in 9 of the 17 matching position (P10, P14, P16, P18, P19, P21-P24) and groups II and III would have the same colors in 2 of the 4 matching positions (P1, P2).  Also, for groups I and II, the relative magnitudes of the values of pendants 19-22 are similar.  (For group I they are 7, 70, 270, 260 and for group II they are 5, 50, 240, 240.)"
474,1000229,leah,2004-02-27 21:04:16,,0000-00-00 00:00:00,"1. On cords P8s2, P34s2, and P47s1, the color change is at 2.5 cm.  On P46s1 it is at 6.0 cm.","1. On cords P8s2, P34s2, and P47s1, the color change is at 2.5 cm.  On P46s1 it is at 6.0 cm."
475,1000229,leah,2004-02-27 21:06:04,,0000-00-00 00:00:00,"2. AS048 and AS049 were excavated by University of Tokyo 1958 expedition, La Centinela, Tambo de Mora.  The work is described in Andes, The University of Tokyo Expedition 1958, Report 1, pp. 225-226.  The Museum has several associated fragments of pottery.","2. AS048 and AS049 were excavated by University of Tokyo 1958 expedition, La Centinela, Tambo de Mora.  The work is described in Andes, The University of Tokyo Expedition 1958, Report 1, pp. 225-226.  The Museum has several associated fragments of pottery."
476,1000229,leah,2004-02-27 21:08:55,,0000-00-00 00:00:00,"3. The quipu has 12 groups by spacing.  The last 11 groups each have 4 pendants and the same color pattern (B, W, W, W).  for all 11 groups:",
477,1000229,leah,2004-02-27 21:09:23,,0000-00-00 00:00:00,"4. The values on pendants in group1 are between 6 and 11, and all 6 subsidiaries have value 1.","4. The values on pendants in group1 are between 6 and 11, and all 6 subsidiaries have value 1."
478,1000230,leah,2004-03-03 21:13:42,,0000-00-00 00:00:00,1. Construction note: The joined and twisted color on 9s2 was constructed as follows:,
479,1000230,leah,2004-03-03 21:17:12,,0000-00-00 00:00:00,"2. AS049 and AS048 were excavated by the University of Tokyo expedition at Centinela, Tambo de Mora.  The work is described in Andes, the University of Tokyo Expedition 1958, Report 1, pp. 225-226.  The Museum has retained several associated fragments of pottery.","2. AS049 and AS048 were excavated by the University of Tokyo expedition at Centinela, Tambo de Mora.  The work is described in Andes, the University of Tokyo Expedition 1958, Report 1, pp. 225-226.  The Museum has retained several associated fragments of pottery."
480,1000230,leah,2004-03-03 21:21:18,,0000-00-00 00:00:00,"3. Pendants 2-37 form 6 groups of 6 pendants each, set off by alternation of color (6B, 6W, 6B, 6W, etc.).  [This is preceded by 1 W pendant and a broken end on the main cord.  Hence, there was probably at least one more group.]  Then, by spacing, there are 2 groups of 12 pendants each.  Both groups alternate colors internally.  The first is DB, W, DB, W, etc., and the next is B, W, B, W, etc.","3. Pendants 2-37 form 6 groups of 6 pendants each, set off by alternation of color (6B, 6W, 6B, 6W, etc.).  [This is preceded by 1 W pendant and a broken end on the main cord.  Hence, there was probably at least one more group.]  Then, by spacing, there are 2 groups of 12 pendants each.  Both groups alternate colors internally.  The first is DB, W, DB, W, etc., and the next is B, W, B, W, etc."
481,1000230,leah,2004-03-03 21:27:26,,0000-00-00 00:00:00,4. The only pendant values in the first 6 groups are 0-3.  In the last 2 groups the values are 0-10.  All subsidiaries have values of 1 or 2.,4. The only pendant values in the first 6 groups are 0-3.  In the last 2 groups the values are 0-10.  All subsidiaries have values of 1 or 2.
482,1000230,leah,2004-03-03 21:29:29,,0000-00-00 00:00:00,"5. The first 6 pendants in the last group appear to be the sum of the pendants in the corresponding positions in the first 6 groups. (Four of the 6 are exact and 2 are greater than the sums by 1 and 3 which would be in keeping with a missing first group of values 0-3.)  Also, in the last group, the sum of the first 6 pendants equals the sum of the last 6 pendants.","5. The first 6 pendants in the last group appear to be the sum of the pendants in the corresponding positions in the first 6 groups. (Four of the 6 are exact and 2 are greater than the sums by 1 and 3 which would be in keeping with a missing first group of values 0-3.)  Also, in the last group, the sum of the first 6 pendants equals the sum of the last 6 pendants."
483,1000231,leah,2004-03-10 22:01:14,,0000-00-00 00:00:00,1. The quipu is in 2 parts separated by a large space along the main cord. ,
484,1000232,leah,2004-03-12 20:34:53,,0000-00-00 00:00:00,"1. AS087, AS089, AS090, AS092, AS093, AS094 are associated in that the Museum designates them all as donated by Gaffron, and gives Peru as the provenance.  For a comparison of them, see AS087.","1. AS087, AS089, AS090, AS092, AS093, AS094 are associated in that the Museum designates them all as donated by Gaffron, and gives Peru as the provenance.  For a comparison of them, see AS087."
485,1000232,leah,2004-03-12 20:36:11,,0000-00-00 00:00:00,"2. By spacing, there is 1 group of 2 pendants, then 8 groups of 3 pendants each, then a single pendant.  The 8 groups of 3 all have the same color pattern: MB:W, W, W.  All have a subsidiary colored BY on the third pendant.","2. By spacing, there is 1 group of 2 pendants, then 8 groups of 3 pendants each, then a single pendant.  The 8 groups of 3 all have the same color pattern: MB:W, W, W.  All have a subsidiary colored BY on the third pendant."
486,1000232,leah,2004-03-12 20:36:39,,0000-00-00 00:00:00,3. All pendants and subsidiaries in the last 5 groups have value zero (or blank).,3. All pendants and subsidiaries in the last 5 groups have value zero (or blank).
487,1000233,leah,2004-03-12 21:45:35,,0000-00-00 00:00:00,"1. AS087, AS089, AS090, AS092, and AS094 are associated in that the Museum designates them all as donated by Gaffron, and gives Peru as the provenance.  For a comparison of them, see AS087.","1. AS087, AS089, AS090, AS092, and AS094 are associated in that the Museum designates them all as donated by Gaffron, and gives Peru as the provenance.  For a comparison of them, see AS087."
488,1000233,leah,2004-03-12 21:48:17,,0000-00-00 00:00:00,"2. AS090 is also discussed by Nordenskiold (see Introduction, Table 3).","2. AS090 is also discussed by Nordenskiold (see Introduction, Table 3)."
489,1000233,leah,2004-03-12 21:51:27,,0000-00-00 00:00:00,3. Long knots and figure eight knots appear in all 3 knot positions.  No single knots appear.  The numerical interpretation in the table is based on the positions of the knot clusters rather than on the type of knots used and their positions.  An interpretation fo the knot clusters as individual digits is also possible.,3. Long knots and figure eight knots appear in all 3 knot positions.  No single knots appear.  The numerical interpretation in the table is based on the positions of the knot clusters rather than on the type of knots used and their positions.  An interpretation fo the knot clusters as individual digits is also possible.
490,1000233,leah,2004-03-12 21:59:54,,0000-00-00 00:00:00,"4. When the knot clusters are interpreted as individual digits, each group of pendants can be viewed as 3 parallel rows of digits.",
491,1000234,leah,2004-03-16 21:35:07,,0000-00-00 00:00:00,"1. AS087, AS089, AS090, AS092, AS093, AS094 are associates in that the Museum designates them all as donated by Gaffron, and gives the provenance as Peru.  For a comparison of them, see AS087.","1. AS087, AS089, AS090, AS092, AS093, AS094 are associates in that the Museum designates them all as donated by Gaffron, and gives the provenance as Peru.  For a comparison of them, see AS087."
492,1000234,leah,2004-03-16 21:35:47,,0000-00-00 00:00:00,"2. By spacing, AS092 is separated into 10 groups.  The first 8 groups each have 6 pendants with the same color pattern (W, MB, MB:W, W, W, W).","2. By spacing, AS092 is separated into 10 groups.  The first 8 groups each have 6 pendants with the same color pattern (W, MB, MB:W, W, W, W)."
493,1000234,leah,2004-03-16 21:36:02,,0000-00-00 00:00:00,"3. In all 10 groups, the first pendant has the maximum value.","3. In all 10 groups, the first pendant has the maximum value."
494,1000234,leah,2004-03-16 21:37:31,,0000-00-00 00:00:00,"4. Position by position, the pendant values in group 1 are larger than those in group 4, which are larger than those in gorup 3, which are larger than those in group 2.  That is:",
495,1000234,leah,2004-03-16 21:39:01,,0000-00-00 00:00:00,"5. In a few cases, the sums of values in the same position in pairs of consecutive groups are equal.  Namely,",
496,1000235,leah,2004-03-17 20:36:33,,0000-00-00 00:00:00,"1. Since the positions of the s and L knots are inconsistant, no numerical interpretation is given.","1. Since the positions of the s and L knots are inconsistant, no numerical interpretation is given."
497,1000235,leah,2004-03-17 20:47:31,,0000-00-00 00:00:00,"2. AS036 and AS037 are associated and have the same Museum number.  They are mentioned in Maranga: Contribucion al Conocimiento de los Aborigenes del Valle del Rimae, Peru, J. Jijon Y Caamano, La Prensa Catolica, Quito-Equador, 1949.  Their provenance is Maranga, Huaca 1.  They were excavated in 1925 and were found in association with 4 burials.  A purse (Museum number P688) was recovered in the same context, as were pottery vessels, gourds, and shells.","2. AS036 and AS037 are associated and have the same Museum number.  They are mentioned in Maranga: Contribucion al Conocimiento de los Aborigenes del Valle del Rimae, Peru, J. Jijon Y Caamano, La Prensa Catolica, Quito-Equador, 1949.  Their provenance is Maranga, Huaca 1.  They were excavated in 1925 and were found in association with 4 burials.  A purse (Museum number P688) was recovered in the same context, as were pottery vessels, gourds, and shells."
498,1000235,leah,2004-03-17 20:49:29,,0000-00-00 00:00:00,"3. The colors W, G, RD, SB, BB, CB, and KG appear alone or in combination on both AS036 and AS037.  AS037 uses the 2 additional colors B and LG.  Neither of the quipus have been given numerical interpretations.","3. The colors W, G, RD, SB, BB, CB, and KG appear alone or in combination on both AS036 and AS037.  AS037 uses the 2 additional colors B and LG.  Neither of the quipus have been given numerical interpretations."
499,1000236,leah,2004-03-24 20:37:33,,0000-00-00 00:00:00,"1. Since the position of the s and L knots are inconsistant, no numerical interpretation is given.","1. Since the position of the s and L knots are inconsistant, no numerical interpretation is given."
500,1000236,leah,2004-03-24 20:38:03,,0000-00-00 00:00:00,"2. AS037 and AS036 are associated.  For a discussion of them, see AS036.","2. AS037 and AS036 are associated.  For a discussion of them, see AS036."
501,1000144,cbrezine,2004-03-25 20:13:09,,0000-00-00 00:00:00,"(Ascher #3)  In parts 2 and 3, the pendants in all groups have the same color pattern: LB, BS-W, B-W, G0/BS, MB/W, 0D/W; W/0D or W/FB.  Where there are 6 pendants in a group, it is the 6th position that is non-existant and where there are only 5 pendats, both the 6th and 7th positions are non-existant. ","(Ascher #3)  In parts 2 and 3, the pendants in all groups have the same color pattern: LB, BS-W, B-W, G0/BS, MB/W, 0D/W; W/0D or W/FB.  Where there are 6 pendants in a group, it is the 6th position that is non-existant and where there are only 5 pendats, both the 6th and 7th positions are non-existant. "
502,1000144,cbrezine,2004-03-25 20:15:15,,0000-00-00 00:00:00,"(Ascher #4)  In part 1, the first group of pendants are all B.  The second group, by color, is 2 pairs of pendants.  Each pair is the same colors as the first 2 pendants in each group of parts 2 and 3.  The association of the pairs in this second group with the first 2 position in the groups of parts 2 and 3 is also sen in the knot placement on the cords: double values appear only on first pendant postions (for example, P5 is interpreted as 760 & 20, just as P37 is interpreted as 19 & 12).  (Ascher ""double values"" prob. correspond to Urton ""anomalous"" values). ","(Ascher #4)  In part 1, the first group of pendants are all B.  The second group, by color, is 2 pairs of pendants.  Each pair is the same colors as the first 2 pendants in each group of parts 2 and 3.  The association of the pairs in this second group with the first 2 position in the groups of parts 2 and 3 is also sen in the knot placement on the cords: double values appear only on first pendant postions (for example, P5 is interpreted as 760 & 20, just as P37 is interpreted as 19 & 12).  (Ascher ""double values"" prob. correspond to Urton ""anomalous"" values). "
503,1000144,cbrezine,2004-03-25 20:17:13,,0000-00-00 00:00:00,(Ascher #5) The values in group 2 of part 1 are related to the sums of the values in parts 2 and 3.  Various relationships are plausible but inexact.  For example:  all pendant values in teh second position of the 7 groups in part 2 sum to 6810 andthe second value in the first pair is 6850; all pendant values in part 2 sum to 7623 and the sum of the values in the first pair is 7630; and all pendant and subsidiary values in the second position of the 14 groups of parts 1 and 2 sum to 11901 and the sum of the values in the second pair is 11989. ,(Ascher #5) The values in group 2 of part 1 are related to the sums of the values in parts 2 and 3.  Various relationships are plausible but inexact.  For example:  all pendant values in teh second position of the 7 groups in part 2 sum to 6810 andthe second value in the first pair is 6850; all pendant values in part 2 sum to 7623 and the sum of the values in the first pair is 7630; and all pendant and subsidiary values in the second position of the 14 groups of parts 1 and 2 sum to 11901 and the sum of the values in the second pair is 11989. 
504,1000086,cbrezine,2004-03-25 20:18:18,,0000-00-00 00:00:00,"(Ascher #2) By spacing, the quipe is separated into 2 gorups of 7 pendants each.  Both groups have the same color pattern: MB, EB, B, MB:W, B:W, W, W. ","(Ascher #2) By spacing, the quipe is separated into 2 gorups of 7 pendants each.  Both groups have the same color pattern: MB, EB, B, MB:W, B:W, W, W. "
505,1000086,cbrezine,2004-03-25 20:19:26,,0000-00-00 00:00:00,"(Ascher #3) With the exception of the first position, values in both groups are in the same relative order.  Specifically, Pi7 > Pi2 > Pi4 > Pi3 > Pi5 > Pi6  where i = 1, 2. ",
506,1000086,cbrezine,2004-03-25 20:19:53,,0000-00-00 00:00:00,"(Ascher #4)  With the exception of the 6th position, the values of group 2 are greater than those in corresponding positions in group 1. ","(Ascher #4)  With the exception of the 6th position, the values of group 2 are greater than those in corresponding positions in group 1. "
